c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60
5,M1,Applied Mechanics and Materials Vols. 204-208,On Effects of Fly Ash as a Partial Replacement of Cement on Concrete Strength,"Reagan J. Case, Kai Duan and Thuraichamy G. Suntharavadivel ",2012,52.72,0.45,Fly Ash,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.87,-,-,52.72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,M1,Applied Mechanics and Materials Vols. 204-208,On Effects of Fly Ash as a Partial Replacement of Cement on Concrete Strength,"Reagan J. Case, Kai Duan and Thuraichamy G. Suntharavadivel ",2012,52.72,0.45,Fly Ash,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.87,-,-,51.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,M2,Applied Mechanics and Materials Vols. 204-209,On Effects of Fly Ash as a Partial Replacement of Cement on Concrete Strength,"Reagan J. Case, Kai Duan and Thuraichamy G. Suntharavadivel ",2012,52.72,0.45,Fly Ash,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.24,-,-,45.48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,M2,Applied Mechanics and Materials Vols. 204-209,On Effects of Fly Ash as a Partial Replacement of Cement on Concrete Strength,"Reagan J. Case, Kai Duan and Thuraichamy G. Suntharavadivel ",2012,52.72,0.45,Fly Ash,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.24,-,-,50.45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,M3,Applied Mechanics and Materials Vols. 204-210,On Effects of Fly Ash as a Partial Replacement of Cement on Concrete Strength,"Reagan J. Case, Kai Duan and Thuraichamy G. Suntharavadivel ",2012,52.72,0.45,Fly Ash,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39.76,-,-,59.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,M3,Applied Mechanics and Materials Vols. 204-210,On Effects of Fly Ash as a Partial Replacement of Cement on Concrete Strength,"Reagan J. Case, Kai Duan and Thuraichamy G. Suntharavadivel ",2012,52.72,0.45,Fly Ash,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39.76,-,-,60.47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,M4,Applied Mechanics and Materials Vols. 204-211,On Effects of Fly Ash as a Partial Replacement of Cement on Concrete Strength,"Reagan J. Case, Kai Duan and Thuraichamy G. Suntharavadivel ",2012,52.72,0.45,Fly Ash,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35.83,-,-,50.73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,M4,Applied Mechanics and Materials Vols. 204-211,On Effects of Fly Ash as a Partial Replacement of Cement on Concrete Strength,"Reagan J. Case, Kai Duan and Thuraichamy G. Suntharavadivel ",2012,52.72,0.45,Fly Ash,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35.83,-,-,50.78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6.1,M1,JOURNAL OF MATERIALS IN CIVIL ENGINEERING © ASCE,High-Volume Fly Ash Concrete with High Strength and Low Drying Shrinkage,Cengiz Duran Atis,2003,60.75,0.34,Fly Ash,0,63.3,20.8,4.9,-,3.15,3500,-,2.6,50.2,28.6,13.2,-,2.4,3100,-,-,-,-,12.05,38.41,49.27,-,-,60.75,-,65.03,69.13,-,71,-,-,-,-,1.45,3.5,3.84,-,4.92,-,5.91,6.1,6.4,2.55,3.1,-,-,-,-,-,-
6.1,M2,JOURNAL OF MATERIALS IN CIVIL ENGINEERING © ASCE,High-Volume Fly Ash Concrete with High Strength and Low Drying Shrinkage,Cengiz Duran Atis,2003,60.75,0.32,Fly Ash,0,63.3,20.8,4.9,-,3.15,3500,-,2.6,50.2,28.6,13.2,-,2.4,3100,-,-,-,-,33.51,45.21,52.63,-,-,64.95,-,68.1,72.29,-,77.08,-,-,-,-,3.49,3.92,4.43,-,5.37,-,6.27,6.37,6.55,2.96,3.48,-,-,-,-,-,-
6.1,M3,JOURNAL OF MATERIALS IN CIVIL ENGINEERING © ASCE,High-Volume Fly Ash Concrete with High Strength and Low Drying Shrinkage,Cengiz Duran Atis,2003,60.75,0.29,Fly Ash,70,63.3,20.8,4.9,-,3.15,3500,-,2.6,50.2,28.6,13.2,-,2.4,3100,-,-,-,-,1.76,16.34,24.01,-,-,33.25,-,40.75,42.45,-,45,-,-,-,-,0.96,2.17,2.73,-,3.81,-,4.53,4.58,4.95,2.07,2.53,-,-,-,-,-,-
6.1,M4,JOURNAL OF MATERIALS IN CIVIL ENGINEERING © ASCE,High-Volume Fly Ash Concrete with High Strength and Low Drying Shrinkage,Cengiz Duran Atis,2003,60.75,0.29,Fly Ash,70,63.3,20.8,4.9,-,3.15,3500,-,2.6,50.2,28.6,13.2,-,2.4,3100,-,-,-,-,7.09,16.64,18.6,-,-,30.55,-,41.1,43,-,48.05,-,-,-,-,1.14,2.36,2.77,-,4.6,-,5.07,5.37,5.31,1.81,2.51,-,-,-,-,-,-
6.1,M5,JOURNAL OF MATERIALS IN CIVIL ENGINEERING © ASCE,High-Volume Fly Ash Concrete with High Strength and Low Drying Shrinkage,Cengiz Duran Atis,2003,60.75,0.33,Fly Ash,50,63.3,20.8,4.9,-,3.15,3500,-,2.6,50.2,28.6,13.2,-,2.4,3100,-,-,-,-,5.62,31.85,38,-,-,57,-,60.2,67.3,-,67.6,-,-,-,-,1.32,3.3,4.09,-,5.63,-,5.84,6.33,6.9,2.99,4.06,-,-,-,-,-,-
6.1,M6,JOURNAL OF MATERIALS IN CIVIL ENGINEERING © ASCE,High-Volume Fly Ash Concrete with High Strength and Low Drying Shrinkage,Cengiz Duran Atis,2003,60.75,0.30,Fly Ash,50,63.3,20.8,4.9,-,3.15,3500,-,2.6,50.2,28.6,13.2,-,2.4,3100,-,-,-,-,28.25,35.3,48.3,-,-,66.55,-,79.9,81.6,-,83.6,-,-,-,-,3.78,4.17,5.21,-,6.11,-,6.87,7.35,8.19,3.32,4.2,-,-,-,-,-,-
6.2,M1,Cement and Concrete Research 34 (2004) 487 – 493,Performance characteristics of high-volume Class F fly ash concrete,Rafat Siddique,2003,37.2,0.41,Fly Ash,0,-,-,-,-,3.15,2680,-,-,-,-,-,-,-,-,-,2406,-,65,-,-,25.7,-,-,37.2,-,39.5,-,-,42.1,-,-,-,-,-,-,3.8,-,5.4,-,5.5,-,5.5,2.8,4.1,-,4.2,4.3,-,-,-
6.2,M2,Cement and Concrete Research 34 (2004) 487 – 494,Performance characteristics of high-volume Class F fly ash concrete,Rafat Siddique,2003,37.2,0.4,Fly Ash,40,-,-,-,-,3.15,2680,-,5.6,55.3,25.7,5.3,-,2.72,-,-,2398,-,85,-,-,17,-,-,26.7,-,33.5,-,-,38.6,-,-,-,-,-,-,2.3,-,3.6,-,4.5,-,5,1.8,3,-,3.8,4.3,-,-,-
6.2,M3,Cement and Concrete Research 34 (2004) 487 – 495,Performance characteristics of high-volume Class F fly ash concrete,Rafat Siddique,2003,37.2,0.41,Fly Ash,45,-,-,-,-,3.15,2680,-,5.6,55.3,25.7,5.3,-,2.72,-,-,2400,-,90,-,-,15.3,-,-,24.7,-,30.1,-,-,34.4,-,-,-,-,-,-,2,-,3.1,-,3.9,-,4.2,1.6,2.6,-,3.3,3.8,-,-,-
6.2,M4,Cement and Concrete Research 34 (2004) 487 – 496,Performance characteristics of high-volume Class F fly ash concrete,Rafat Siddique,2003,37.2,0.4,Fly Ash,50,-,-,-,-,3.15,2680,-,5.6,55.3,25.7,5.3,-,2.72,-,-,2401,-,100,-,-,14.7,-,-,23.1,-,27.7,-,-,32.1,-,-,-,-,-,-,1.8,-,2.7,-,3.1,-,3.3,1.5,2.2,-,2.6,3,-,-,-
6.4,M1-A,Cement and Concrete Research 31 (2001) 1393 – 1402,Mechanical properties and durability of concrete made with high-volume fly ash blended cements using a coarse fly ash,"N. Bouzoubaa, M.H. Zhang, V.M. Malhotra",2001,38.6,0.32,Fly Ash,55,62.4,20.9,4.8,-,3.15,-,-,5.8,62.6,20.9,4.5,-,2.01,-,-,2250,-,190,7.7,-,15.9,19.6,-,24,-,32.7,-,-,40.3,-,-,-,-,-,-,-,3.2,4,-,-,-,-,-,2.2,-,-,-,-,-,-
6.4,M1-B,Cement and Concrete Research 31 (2001) 1393 – 1403,Mechanical properties and durability of concrete made with high-volume fly ash blended cements using a coarse fly ash,"N. Bouzoubaa, M.H. Zhang, V.M. Malhotra",2001,38.6,0.32,Fly Ash,55,62.4,20.9,4.8,-,3.15,-,-,5.8,62.6,20.9,4.5,-,2.01,-,-,2280,-,160,-,-,20.9,27.1,-,30.5,-,41.6,-,-,-,-,-,-,-,-,-,-,3.2,4,-,-,-,-,-,2.2,-,-,-,-,-,-
6.4,M2-A,Cement and Concrete Research 31 (2001) 1393 – 1404,Mechanical properties and durability of concrete made with high-volume fly ash blended cements using a coarse fly ash,"N. Bouzoubaa, M.H. Zhang, V.M. Malhotra",2001,43.8,0.32,Fly Ash,0,36.9,39.6,11.8,-,2.7,-,-,5.8,62.6,20.9,4.5,-,2.01,-,-,2370,-,200,13.1,-,30.5,37.5,-,43.8,-,53.7,-,-,61.9,-,-,-,-,-,-,-,3.9,5.1,-,-,-,-,-,3.2,-,-,-,-,-,-
6.4,M2-B,Cement and Concrete Research 31 (2001) 1393 – 1405,Mechanical properties and durability of concrete made with high-volume fly ash blended cements using a coarse fly ash,"N. Bouzoubaa, M.H. Zhang, V.M. Malhotra",2001,43.3,0.32,Fly Ash,0,36.9,39.6,11.8,-,2.7,-,-,5.8,62.6,20.9,4.5,-,2.01,-,-,2370,-,215,-,-,-,-,-,43.3,-,-,-,-,-,-,-,-,-,-,-,-,3.9,5.1,-,-,-,-,-,3.2,-,-,-,-,-,-
6.4,M3-A,Cement and Concrete Research 31 (2001) 1393 – 1406,Mechanical properties and durability of concrete made with high-volume fly ash blended cements using a coarse fly ash,"N. Bouzoubaa, M.H. Zhang, V.M. Malhotra",2001,38.6,0.4,Fly Ash,0,62.4,20.9,4.8,-,3.15,-,-,5.8,62.6,20.9,4.5,-,2.01,-,-,2362,-,70,21.4,-,32.5,34.4,-,38.6,-,43.4,-,-,-,-,-,-,-,-,-,-,5.6,6.3,-,-,-,-,-,3.3,-,-,-,-,-,-
6.4,M3-B,Cement and Concrete Research 31 (2001) 1393 – 1407,Mechanical properties and durability of concrete made with high-volume fly ash blended cements using a coarse fly ash,"N. Bouzoubaa, M.H. Zhang, V.M. Malhotra",2001,38.6,0.4,Fly Ash,0,62.4,20.9,4.8,-,3.15,-,-,5.8,62.6,20.9,4.5,-,2.01,-,-,2362,-,90,-,-,-,-,-,38.8,-,-,-,-,-,-,-,-,-,-,-,-,5.6,6.3,-,-,-,-,-,3.3,-,-,-,-,-,-
6.4,M4-A,Cement and Concrete Research 31 (2001) 1393 – 1408,Mechanical properties and durability of concrete made with high-volume fly ash blended cements using a coarse fly ash,"N. Bouzoubaa, M.H. Zhang, V.M. Malhotra",2001,46.3,0.42,Fly Ash,0,63.6,21.2,5,-,3.15,-,-,5.8,62.6,20.9,4.5,-,2.01,-,-,2376,-,70,30.5,-,39.1,41,-,46.3,-,50.4,-,-,-,-,-,-,-,-,-,-,6.5,6.7,-,-,-,-,-,3.4,-,-,-,-,-,-
6.4,M4-B,Cement and Concrete Research 31 (2001) 1393 – 1409,Mechanical properties and durability of concrete made with high-volume fly ash blended cements using a coarse fly ash,"N. Bouzoubaa, M.H. Zhang, V.M. Malhotra",2001,46.3,0.42,Fly Ash,0,63.6,21.2,5,-,3.15,-,-,5.8,62.6,20.9,4.5,-,2.01,-,-,2348,-,75,-,-,-,-,-,42.1,-,-,-,-,-,-,-,-,-,-,-,-,6.5,6.7,-,-,-,-,-,3.4,-,-,-,-,-,-
6.7,F0S,"Global NEST Journal, Vol 15, No 4, pp 578-584, 2013",COMPARATIVE STUDY ON PHYSICAL AND MECHANICAL PROPERTIES OF HIGH SLUMP AND ZERO SLUMP HIGH VOLUME FLY ASH CONCRETE (HVFAC),"MUKHERJEE S., MANDAL S., ADHIKARI U.B.",2013,50.35,0.35,Fly Ash,0,61.42,18.62,4.75,-,3.11,-,-,0.59,64.58,25.89,5.27,-,2.42,-,-,-,-,140,-,27.96,45.58,-,-,50.35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6.7,F40,"Global NEST Journal, Vol 15, No 4, pp 578-584, 2014",COMPARATIVE STUDY ON PHYSICAL AND MECHANICAL PROPERTIES OF HIGH SLUMP AND ZERO SLUMP HIGH VOLUME FLY ASH CONCRETE (HVFAC),"MUKHERJEE S., MANDAL S., ADHIKARI U.B.",2013,50.35,0.35,Fly Ash,40,61.42,18.62,4.75,-,3.11,-,-,0.59,64.58,25.89,5.27,-,2.42,-,-,-,-,0,-,22.05,28.2,-,-,43.65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6.7,F50,"Global NEST Journal, Vol 15, No 4, pp 578-584, 2015",COMPARATIVE STUDY ON PHYSICAL AND MECHANICAL PROPERTIES OF HIGH SLUMP AND ZERO SLUMP HIGH VOLUME FLY ASH CONCRETE (HVFAC),"MUKHERJEE S., MANDAL S., ADHIKARI U.B.",2013,50.35,0.35,Fly Ash,50,61.42,18.62,4.75,-,3.11,-,-,0.59,64.58,25.89,5.27,-,2.42,-,-,-,-,0,-,19.75,25.08,-,-,35.31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6.7,F60,"Global NEST Journal, Vol 15, No 4, pp 578-584, 2016",COMPARATIVE STUDY ON PHYSICAL AND MECHANICAL PROPERTIES OF HIGH SLUMP AND ZERO SLUMP HIGH VOLUME FLY ASH CONCRETE (HVFAC),"MUKHERJEE S., MANDAL S., ADHIKARI U.B.",2013,50.35,0.35,Fly Ash,60,61.42,18.62,4.75,-,3.11,-,-,0.59,64.58,25.89,5.27,-,2.42,-,-,-,-,0,-,13.92,20.89,-,-,31.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6.7,F70,"Global NEST Journal, Vol 15, No 4, pp 578-584, 2017",COMPARATIVE STUDY ON PHYSICAL AND MECHANICAL PROPERTIES OF HIGH SLUMP AND ZERO SLUMP HIGH VOLUME FLY ASH CONCRETE (HVFAC),"MUKHERJEE S., MANDAL S., ADHIKARI U.B.",2013,50.35,0.35,Fly Ash,70,61.42,18.62,4.75,-,3.11,-,-,0.59,64.58,25.89,5.27,-,2.42,-,-,-,-,0,-,8.92,12.13,-,-,23.67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6.7,F40S,"Global NEST Journal, Vol 15, No 4, pp 578-584, 2018",COMPARATIVE STUDY ON PHYSICAL AND MECHANICAL PROPERTIES OF HIGH SLUMP AND ZERO SLUMP HIGH VOLUME FLY ASH CONCRETE (HVFAC),"MUKHERJEE S., MANDAL S., ADHIKARI U.B.",2013,50.35,0.35,Fly Ash,40,61.42,18.62,4.75,-,3.11,-,-,0.59,64.58,25.89,5.27,-,2.42,-,-,-,-,180,-,7.75,21.54,-,-,31.72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6.7,F50S,"Global NEST Journal, Vol 15, No 4, pp 578-584, 2019",COMPARATIVE STUDY ON PHYSICAL AND MECHANICAL PROPERTIES OF HIGH SLUMP AND ZERO SLUMP HIGH VOLUME FLY ASH CONCRETE (HVFAC),"MUKHERJEE S., MANDAL S., ADHIKARI U.B.",2013,50.35,0.35,Fly Ash,50,61.42,18.62,4.75,-,3.11,-,-,0.59,64.58,25.89,5.27,-,2.42,-,-,-,-,170,-,-,20.38,-,-,29.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6.7,F60S,"Global NEST Journal, Vol 15, No 4, pp 578-584, 2020",COMPARATIVE STUDY ON PHYSICAL AND MECHANICAL PROPERTIES OF HIGH SLUMP AND ZERO SLUMP HIGH VOLUME FLY ASH CONCRETE (HVFAC),"MUKHERJEE S., MANDAL S., ADHIKARI U.B.",2013,50.35,0.35,Fly Ash,60,61.42,18.62,4.75,-,3.11,-,-,0.59,64.58,25.89,5.27,-,2.42,-,-,-,-,150,-,-,17.78,-,-,27.99,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6.7,F70S,"Global NEST Journal, Vol 15, No 4, pp 578-584, 2021",COMPARATIVE STUDY ON PHYSICAL AND MECHANICAL PROPERTIES OF HIGH SLUMP AND ZERO SLUMP HIGH VOLUME FLY ASH CONCRETE (HVFAC),"MUKHERJEE S., MANDAL S., ADHIKARI U.B.",2013,50.35,0.35,Fly Ash,70,61.42,18.62,4.75,-,3.11,-,-,0.59,64.58,25.89,5.27,-,2.42,-,-,-,-,140,-,-,15.2,-,-,24.72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6.8,F50.S2,Journal of Building Engineering,High Volume Fly Ash Concrete: The Practical Impact of Using Superabundant Dose of High Range Water Reducer,"Hafiz A. Alaka, Lukumon O. Oyedele",2016,28,0.35,Fly Ash,50,65.35,20.02,3.96,-,3.15,-,-,3.3,49.7,29.8,7.4,-,2.75,-,-,-,-,100,-,-,16.5,-,-,28,31.8,33.2,-,-,35.6,-,-,-,-,-,-,2.5,-,3.7,4,4.1,-,4.5,2,2.8,-,3.1,3.5,-,-,-
6.8,F50.ES3,Journal of Building Engineering,High Volume Fly Ash Concrete: The Practical Impact of Using Superabundant Dose of High Range Water Reducer,"Hafiz A. Alaka, Lukumon O. Oyedele",2016,32.6,0.31,Fly Ash,50,65.35,20.02,3.96,-,3.15,-,-,3.3,49.7,29.8,7.4,-,2.75,-,-,-,-,75,-,-,21.6,-,-,32.6,38.4,44.9,-,-,52.9,-,-,-,-,-,-,3.1,-,3.8,4.3,4.5,-,5,2.7,3.1,-,3.6,3.8,-,-,-
6.8,F50.ES4,Journal of Building Engineering,High Volume Fly Ash Concrete: The Practical Impact of Using Superabundant Dose of High Range Water Reducer,"Hafiz A. Alaka, Lukumon O. Oyedele",2016,37.8,0.28,Fly Ash,50,65.35,20.02,3.96,-,3.15,-,-,3.3,49.7,29.8,7.4,-,2.75,-,-,-,-,65,-,-,24.7,-,-,37.8,42.5,51.2,-,-,60.9,-,-,-,-,-,-,3.4,-,4.5,4.8,5.2,-,5.6,2.7,3.5,-,3.9,4.1,-,-,-
6.8,F60.S2,Journal of Building Engineering,High Volume Fly Ash Concrete: The Practical Impact of Using Superabundant Dose of High Range Water Reducer,"Hafiz A. Alaka, Lukumon O. Oyedele",2016,25.2,0.38,Fly Ash,60.05,65.35,20.02,3.96,-,3.15,-,-,3.3,49.7,29.8,7.4,-,2.75,-,-,-,-,95,-,-,15.7,-,-,25.2,30.1,32.4,-,-,37.2,-,-,-,-,-,-,2.3,-,3.4,3.8,3.9,-,4.4,1.8,2.7,-,3.3,3.4,-,-,-
6.8,F60.ES3,Journal of Building Engineering,High Volume Fly Ash Concrete: The Practical Impact of Using Superabundant Dose of High Range Water Reducer,"Hafiz A. Alaka, Lukumon O. Oyedele",2016,31.1,0.33,Fly Ash,60.1,65.35,20.02,3.96,-,3.15,-,-,3.3,49.7,29.8,7.4,-,2.75,-,-,-,-,80,-,-,19.2,-,-,31.1,36.1,44.2,-,-,55.5,-,-,-,-,-,-,2.7,-,3.6,4,4.4,-,4.8,2.3,3,-,3.5,3.7,-,-,-
6.8,F60.ES4,Journal of Building Engineering,High Volume Fly Ash Concrete: The Practical Impact of Using Superabundant Dose of High Range Water Reducer,"Hafiz A. Alaka, Lukumon O. Oyedele",2016,34.2,0.31,Fly Ash,59.89,65.35,20.02,3.96,-,3.15,-,-,3.3,49.7,29.8,7.4,-,2.75,-,-,-,-,75,-,-,22.2,-,-,34.2,40.2,50.7,-,-,62.8,-,-,-,-,-,-,3,-,4.1,4.6,4.9,-,5.2,2.4,3.1,-,3.6,4,-,-,-
6.8,F65.S2,Journal of Building Engineering,High Volume Fly Ash Concrete: The Practical Impact of Using Superabundant Dose of High Range Water Reducer,"Hafiz A. Alaka, Lukumon O. Oyedele",2016,24.9,0.38,Fly Ash,65.01,65.35,20.02,3.96,-,3.15,-,-,3.3,49.7,29.8,7.4,-,2.75,-,-,-,-,85,-,-,15.1,-,-,24.9,29.3,31.8,-,-,37.9,-,-,-,-,-,-,2.2,-,3.2,3.6,3.9,-,4.3,1.7,2.4,-,3,3.2,-,-,-
6.8,F65.ES3,Journal of Building Engineering,High Volume Fly Ash Concrete: The Practical Impact of Using Superabundant Dose of High Range Water Reducer,"Hafiz A. Alaka, Lukumon O. Oyedele",2016,30.7,0.34,Fly Ash,65.03,65.35,20.02,3.96,-,3.15,-,-,3.3,49.7,29.8,7.4,-,2.75,-,-,-,-,80,-,-,18.5,-,-,30.7,35.2,43.8,-,-,56.7,-,-,-,-,-,-,2.6,-,3.4,3.9,4.2,-,4.7,2,2.6,-,3.3,3.6,-,-,-
6.8,F65.ES4,Journal of Building Engineering,High Volume Fly Ash Concrete: The Practical Impact of Using Superabundant Dose of High Range Water Reducer,"Hafiz A. Alaka, Lukumon O. Oyedele",2016,32.1,0.32,Fly Ash,65.05,65.35,20.02,3.96,-,3.15,-,-,3.3,49.7,29.8,7.4,-,2.75,-,-,-,-,70,-,-,21.6,-,-,32.1,39.4,50.3,-,-,63.1,-,-,-,-,-,-,2.9,-,3.8,4.5,4.8,-,5.1,2.2,2.8,-,3.6,3.7,-,-,-
6.9,M1,Cement & Concrete Composites ,Long-Term Strength Development of High-Volume Fly Ash Concrete,"V. Sivasundaram, G. G. Carette & V. M. Malhotra ",1990,41.6,0.28,Fly Ash,55,63.15,22.52,3.9,-,-,-,-,1.21,47.1,23,20.4,-,-,-,-,-,-,200,9.4,-,23.9,-,-,41.6,-,54,-,-,62.9,69.8,70.9,68.6,71.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6.10,F0-A,Cement & Concrete Composites,Evaluation of sustainable high-volume fly ash concretes,"A. Durán-Herrera, C.A. Juárez, P. Valdez, D.P. Bentz",2010,43.5,0.5,Fly Ash,0,58.8,19.6,4.5,-,3.13,-,-,3.4,62.3,22,6,-,2.38,-,-,2350,-,220,15,26.9,35.1,38.8,41.4,43.5,44.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6.10,F15-A,Cement & Concrete Composites,Evaluation of sustainable high-volume fly ash concretes,"A. Durán-Herrera, C.A. Juárez, P. Valdez, D.P. Bentz",2010,43.5,0.5,Fly Ash,15,58.8,19.6,4.5,-,3.13,-,-,3.4,62.3,22,6,-,2.38,-,-,2333,-,250,15.6,24.8,27.6,29.3,30.5,36.8,40.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6.10,F30-A,Cement & Concrete Composites,Evaluation of sustainable high-volume fly ash concretes,"A. Durán-Herrera, C.A. Juárez, P. Valdez, D.P. Bentz",2010,43.5,0.5,Fly Ash,30,58.8,19.6,4.5,-,3.13,-,-,3.4,62.3,22,6,-,2.38,-,-,2332,-,250,11.7,21.2,24.1,26.2,30,32.5,35.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6.10,F45-A,Cement & Concrete Composites,Evaluation of sustainable high-volume fly ash concretes,"A. Durán-Herrera, C.A. Juárez, P. Valdez, D.P. Bentz",2010,43.5,0.5,Fly Ash,45,58.8,19.6,4.5,-,3.13,-,-,3.4,62.3,22,6,-,2.38,-,-,2308,-,260,6.4,14,18.6,19.2,23.7,23.8,26.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6.10,F60-A,Cement & Concrete Composites,Evaluation of sustainable high-volume fly ash concretes,"A. Durán-Herrera, C.A. Juárez, P. Valdez, D.P. Bentz",2010,43.5,0.5,Fly Ash,60,58.8,19.6,4.5,-,3.13,-,-,3.4,62.3,22,6,-,2.38,-,-,2296,-,250,4.4,7.2,10.1,11.9,13.8,16.8,17.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6.10,F75-A,Cement & Concrete Composites,Evaluation of sustainable high-volume fly ash concretes,"A. Durán-Herrera, C.A. Juárez, P. Valdez, D.P. Bentz",2010,43.5,0.5,Fly Ash,75,58.8,19.6,4.5,-,3.13,-,-,3.4,62.3,22,6,-,2.38,-,-,2257,-,230,1.1,3.2,4.1,5.4,6.4,7,9.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6.10,F0-B,Cement & Concrete Composites,Evaluation of sustainable high-volume fly ash concretes,"A. Durán-Herrera, C.A. Juárez, P. Valdez, D.P. Bentz",2010,37,0.55,Fly Ash,0,58.8,19.6,4.5,-,3.13,-,-,3.4,62.3,22,6,-,2.38,-,-,2353,-,220,19.4,26.8,30.4,30.9,33.7,37,38.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6.10,F15-B,Cement & Concrete Composites,Evaluation of sustainable high-volume fly ash concretes,"A. Durán-Herrera, C.A. Juárez, P. Valdez, D.P. Bentz",2010,37,0.55,Fly Ash,15,58.8,19.6,4.5,-,3.13,-,-,3.4,62.3,22,6,-,2.38,-,-,2320,-,230,12.5,24.3,27.9,29.8,30.2,32.4,35.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
